POZIOM;REGION;WOJ;PODREG;POW;GMI;RODZ;NAZWA;NAZWA_DOD;STAN_NA
5;3;20;26;08;01;4;Goniądz;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;20;26;08;01;5;Goniądz;obszar wiejski;2005-01-01
5;3;20;26;08;02;2;Jasionówka;gmina wiejska;2005-01-01
5;3;20;26;08;03;2;Jaświły;gmina wiejska;2005-01-01
5;3;20;26;08;04;3;Knyszyn;gmina miejsko-wiejska;2005-01-01
5;3;20;26;08;04;4;Knyszyn;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;20;26;08;04;5;Knyszyn;obszar wiejski;2005-01-01
5;3;20;26;08;05;2;Krypno;gmina wiejska;2005-01-01
5;3;20;26;08;06;3;Mońki;gmina miejsko-wiejska;2005-01-01
5;3;20;26;08;06;4;Mońki;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;20;26;08;06;5;Mońki;obszar wiejski;2005-01-01
5;3;20;26;08;07;2;Trzcianne;gmina wiejska;2005-01-01
5;3;20;26;09;01;1;Sejny;gmina miejska;2005-01-01
5;3;20;26;09;02;2;Giby;gmina wiejska;2005-01-01
5;3;20;26;09;03;2;Krasnopol;gmina wiejska;2005-01-01
5;3;20;26;09;04;2;Puńsk;gmina wiejska;2005-01-01
5;3;20;26;09;05;2;Sejny;gmina wiejska;2005-01-01
5;3;20;26;10;01;1;Siemiatycze;gmina miejska;2005-01-01
5;3;20;26;10;02;3;Drohiczyn;gmina miejsko-wiejska;2005-01-01
5;3;20;26;10;02;4;Drohiczyn;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;20;26;10;02;5;Drohiczyn;obszar wiejski;2005-01-01
5;3;20;26;10;03;2;Dziadkowice;gmina wiejska;2005-01-01
5;3;20;26;10;04;2;Grodzisk;gmina wiejska;2005-01-01
5;3;20;26;10;05;2;Mielnik;gmina wiejska;2005-01-01
5;3;20;26;10;06;2;Milejczyce;gmina wiejska;2005-01-01
5;3;20;26;10;07;2;Nurzec-Stacja;gmina wiejska;2005-01-01
5;3;20;26;10;08;2;Perlejewo;gmina wiejska;2005-01-01
5;3;20;26;10;09;2;Siemiatycze;gmina wiejska;2005-01-01
5;3;20;26;11;01;3;Dąbrowa Białostocka;gmina miejsko-wiejska;2005-01-01
5;3;20;26;11;01;4;Dąbrowa Białostocka;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;20;26;11;01;5;Dąbrowa Białostocka;obszar wiejski;2005-01-01
5;3;20;26;11;02;2;Janów;gmina wiejska;2005-01-01
5;3;20;26;11;03;2;Korycin;gmina wiejska;2005-01-01
5;3;20;26;11;04;2;Krynki;gmina wiejska;2005-01-01
5;3;20;26;11;05;2;Kuźnica;gmina wiejska;2005-01-01
5;3;20;26;11;06;2;Nowy Dwór;gmina wiejska;2005-01-01
5;3;20;26;11;07;2;Sidra;gmina wiejska;2005-01-01
5;3;20;26;11;08;3;Sokółka;gmina miejsko-wiejska;2005-01-01
5;3;20;26;11;08;4;Sokółka;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;20;26;11;08;5;Sokółka;obszar wiejski;2005-01-01
5;3;20;26;11;09;3;Suchowola;gmina miejsko-wiejska;2005-01-01
5;3;20;26;11;09;4;Suchowola;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;20;26;11;09;5;Suchowola;obszar wiejski;2005-01-01
5;3;20;26;11;10;2;Szudziałowo;gmina wiejska;2005-01-01
5;3;20;26;12;01;2;Bakałarzewo;gmina wiejska;2005-01-01
5;3;20;26;12;02;2;Filipów;gmina wiejska;2005-01-01
5;3;20;26;12;03;2;Jeleniewo;gmina wiejska;2005-01-01
5;3;20;26;12;04;2;Przerośl;gmina wiejska;2005-01-01
5;3;20;26;12;05;2;Raczki;gmina wiejska;2005-01-01
5;3;20;26;12;06;2;Rutka-Tartak;gmina wiejska;2005-01-01
5;3;20;26;12;07;2;Suwałki;gmina wiejska;2005-01-01
5;3;20;26;12;08;2;Szypliszki;gmina wiejska;2005-01-01
5;3;20;26;12;09;2;Wiżajny;gmina wiejska;2005-01-01
5;3;20;26;61;01;1;Białystok;gmina miejska;2005-01-01
5;3;20;26;63;01;1;Suwałki;gmina miejska;2005-01-01
5;3;20;27;04;01;1;Grajewo;gmina miejska;2005-01-01
5;3;20;27;04;02;2;Grajewo;gmina wiejska;2005-01-01
5;3;20;27;04;03;2;Radziłów;gmina wiejska;2005-01-01
5;3;20;27;04;04;3;Rajgród;gmina miejsko-wiejska;2005-01-01
5;3;20;27;04;04;4;Rajgród;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;20;27;04;04;5;Rajgród;obszar wiejski;2005-01-01
5;3;20;27;04;05;3;Szczuczyn;gmina miejsko-wiejska;2005-01-01
5;3;20;27;04;05;4;Szczuczyn;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;20;27;04;05;5;Szczuczyn;obszar wiejski;2005-01-01
5;3;20;27;04;06;2;Wąsosz;gmina wiejska;2005-01-01
5;3;20;27;06;01;1;Kolno;gmina miejska;2005-01-01
5;3;20;27;06;02;2;Grabowo;gmina wiejska;2005-01-01
5;3;20;27;06;03;2;Kolno;gmina wiejska;2005-01-01
5;3;20;27;06;04;2;Mały Płock;gmina wiejska;2005-01-01
5;3;20;27;06;05;3;Stawiski;gmina miejsko-wiejska;2005-01-01
5;3;20;27;06;05;4;Stawiski;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;20;27;06;05;5;Stawiski;obszar wiejski;2005-01-01
5;3;20;27;06;06;2;Turośl;gmina wiejska;2005-01-01
5;3;20;27;07;01;3;Jedwabne;gmina miejsko-wiejska;2005-01-01
5;3;20;27;07;01;4;Jedwabne;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;20;27;07;01;5;Jedwabne;obszar wiejski;2005-01-01
5;3;20;27;07;02;2;Łomża;gmina wiejska;2005-01-01
5;3;20;27;07;03;2;Miastkowo;gmina wiejska;2005-01-01
5;3;20;27;07;04;3;Nowogród;gmina miejsko-wiejska;2005-01-01
5;3;20;27;07;04;4;Nowogród;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;20;27;07;04;5;Nowogród;obszar wiejski;2005-01-01
5;3;20;27;07;05;2;Piątnica;gmina wiejska;2005-01-01
5;3;20;27;07;06;2;Przytuły;gmina wiejska;2005-01-01
5;3;20;27;07;07;2;Śniadowo;gmina wiejska;2005-01-01
5;3;20;27;07;08;2;Wizna;gmina wiejska;2005-01-01
5;3;20;27;07;09;2;Zbójna;gmina wiejska;2005-01-01
5;3;20;27;13;01;1;Wysokie Mazowieckie;gmina miejska;2005-01-01
5;3;20;27;13;02;3;Ciechanowiec;gmina miejsko-wiejska;2005-01-01
5;3;20;27;13;02;4;Ciechanowiec;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;20;27;13;02;5;Ciechanowiec;obszar wiejski;2005-01-01
5;3;20;27;13;03;2;Czyżew-Osada;gmina wiejska;2005-01-01
5;3;20;27;13;04;2;Klukowo;gmina wiejska;2005-01-01
5;3;20;27;13;05;2;Kobylin-Borzymy;gmina wiejska;2005-01-01
5;3;20;27;13;06;2;Kulesze Kościelne;gmina wiejska;2005-01-01
5;3;20;27;13;07;2;Nowe Piekuty;gmina wiejska;2005-01-01
5;3;20;27;13;08;2;Sokoły;gmina wiejska;2005-01-01
5;3;20;27;13;09;2;Szepietowo;gmina wiejska;2005-01-01
5;3;20;27;13;10;2;Wysokie Mazowieckie;gmina wiejska;2005-01-01
5;3;20;27;14;01;1;Zambrów;gmina miejska;2005-01-01
5;3;20;27;14;02;2;Kołaki Kościelne;gmina wiejska;2005-01-01
5;3;20;27;14;03;2;Rutki;gmina wiejska;2005-01-01
5;3;20;27;14;04;2;Szumowo;gmina wiejska;2005-01-01
5;3;20;27;14;05;2;Zambrów;gmina wiejska;2005-01-01
5;3;20;27;62;01;1;Łomża;gmina miejska;2005-01-01
5;3;26;34;01;01;3;Busko-Zdrój;gmina miejsko-wiejska;2005-01-01
5;3;26;34;01;01;4;Busko-Zdrój;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;01;01;5;Busko-Zdrój;obszar wiejski;2005-01-01
5;3;26;34;01;02;2;Gnojno;gmina wiejska;2005-01-01
5;3;26;34;01;03;2;Nowy Korczyn;gmina wiejska;2005-01-01
5;3;26;34;01;04;2;Pacanów;gmina wiejska;2005-01-01
5;3;26;34;01;05;2;Solec-Zdrój;gmina wiejska;2005-01-01
5;3;26;34;01;06;2;Stopnica;gmina wiejska;2005-01-01
5;3;26;34;01;07;2;Tuczępy;gmina wiejska;2005-01-01
5;3;26;34;01;08;2;Wiślica;gmina wiejska;2005-01-01
5;3;26;34;02;01;2;Imielno;gmina wiejska;2005-01-01
5;3;26;34;02;02;3;Jędrzejów;gmina miejsko-wiejska;2005-01-01
5;3;26;34;02;02;4;Jędrzejów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;02;02;5;Jędrzejów;obszar wiejski;2005-01-01
5;3;26;34;02;03;3;Małogoszcz;gmina miejsko-wiejska;2005-01-01
5;3;26;34;02;03;4;Małogoszcz;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;02;03;5;Małogoszcz;obszar wiejski;2005-01-01
5;3;26;34;02;04;2;Nagłowice;gmina wiejska;2005-01-01
5;3;26;34;02;05;2;Oksa;gmina wiejska;2005-01-01
5;3;26;34;02;06;3;Sędziszów;gmina miejsko-wiejska;2005-01-01
5;3;26;34;02;06;4;Sędziszów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;02;06;5;Sędziszów;obszar wiejski;2005-01-01
5;3;26;34;02;07;2;Słupia (Jędrzejowska);gmina wiejska;2005-01-01
5;3;26;34;02;08;2;Sobków;gmina wiejska;2005-01-01
5;3;26;34;02;09;2;Wodzisław;gmina wiejska;2005-01-01
5;3;26;34;03;01;2;Bejsce;gmina wiejska;2005-01-01
5;3;26;34;03;02;2;Czarnocin;gmina wiejska;2005-01-01
5;3;26;34;03;03;3;Kazimierza Wielka;gmina miejsko-wiejska;2005-01-01
5;3;26;34;03;03;4;Kazimierza Wielka;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;03;03;5;Kazimierza Wielka;obszar wiejski;2005-01-01
5;3;26;34;03;04;2;Opatowiec;gmina wiejska;2005-01-01
5;3;26;34;03;05;3;Skalbmierz;gmina miejsko-wiejska;2005-01-01
5;3;26;34;03;05;4;Skalbmierz;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;03;05;5;Skalbmierz;obszar wiejski;2005-01-01
5;3;26;34;04;01;2;Bieliny;gmina wiejska;2005-01-01
5;3;26;34;04;02;3;Bodzentyn;gmina miejsko-wiejska;2005-01-01
5;3;26;34;04;02;4;Bodzentyn;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;04;02;5;Bodzentyn;obszar wiejski;2005-01-01
5;3;26;34;04;03;3;Chęciny;gmina miejsko-wiejska;2005-01-01
5;3;26;34;04;03;4;Chęciny;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;04;03;5;Chęciny;obszar wiejski;2005-01-01
5;3;26;34;04;04;3;Chmielnik;gmina miejsko-wiejska;2005-01-01
5;3;26;34;04;04;4;Chmielnik;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;04;04;5;Chmielnik;obszar wiejski;2005-01-01
5;3;26;34;04;05;2;Daleszyce;gmina wiejska;2005-01-01
5;3;26;34;04;06;2;Górno;gmina wiejska;2005-01-01
5;3;26;34;04;07;2;Łagów;gmina wiejska;2005-01-01
5;3;26;34;04;08;2;Łopuszno;gmina wiejska;2005-01-01
5;3;26;34;04;09;2;Masłów;gmina wiejska;2005-01-01
5;3;26;34;04;10;2;Miedziana Góra;gmina wiejska;2005-01-01
5;3;26;34;04;11;2;Mniów;gmina wiejska;2005-01-01
5;3;26;34;04;12;2;Morawica;gmina wiejska;2005-01-01
5;3;26;34;04;13;2;Nowa Słupia;gmina wiejska;2005-01-01
5;3;26;34;04;14;2;Piekoszów;gmina wiejska;2005-01-01
5;3;26;34;04;15;2;Pierzchnica;gmina wiejska;2005-01-01
5;3;26;34;04;16;2;Raków;gmina wiejska;2005-01-01
5;3;26;34;04;17;2;Sitkówka-Nowiny;gmina wiejska;2005-01-01
5;3;26;34;04;18;2;Strawczyn;gmina wiejska;2005-01-01
5;3;26;34;04;19;2;Zagnańsk;gmina wiejska;2005-01-01
5;3;26;34;05;01;2;Fałków;gmina wiejska;2005-01-01
5;3;26;34;05;02;2;Gowarczów;gmina wiejska;2005-01-01
5;3;26;34;05;03;3;Końskie;gmina miejsko-wiejska;2005-01-01
5;3;26;34;05;03;4;Końskie;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;05;03;5;Końskie;obszar wiejski;2005-01-01
5;3;26;34;05;04;2;Radoszyce;gmina wiejska;2005-01-01
5;3;26;34;05;05;2;Ruda Maleniecka;gmina wiejska;2005-01-01
5;3;26;34;05;06;2;Słupia (Konecka);gmina wiejska;2005-01-01
5;3;26;34;05;07;2;Smyków;gmina wiejska;2005-01-01
5;3;26;34;05;08;3;Stąporków;gmina miejsko-wiejska;2005-01-01
5;3;26;34;05;08;4;Stąporków;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;05;08;5;Stąporków;obszar wiejski;2005-01-01
5;3;26;34;06;01;2;Baćkowice;gmina wiejska;2005-01-01
5;3;26;34;06;02;2;Iwaniska;gmina wiejska;2005-01-01
5;3;26;34;06;03;2;Lipnik;gmina wiejska;2005-01-01
5;3;26;34;06;04;3;Opatów;gmina miejsko-wiejska;2005-01-01
5;3;26;34;06;04;4;Opatów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;06;04;5;Opatów;obszar wiejski;2005-01-01
5;3;26;34;06;05;3;Ożarów;gmina miejsko-wiejska;2005-01-01
5;3;26;34;06;05;4;Ożarów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;06;05;5;Ożarów;obszar wiejski;2005-01-01
5;3;26;34;06;06;2;Sadowie;gmina wiejska;2005-01-01
5;3;26;34;06;07;2;Tarłów;gmina wiejska;2005-01-01
5;3;26;34;06;08;2;Wojciechowice;gmina wiejska;2005-01-01
5;3;26;34;07;01;1;Ostrowiec Świętokrzyski;gmina miejska;2005-01-01
5;3;26;34;07;02;2;Bałtów;gmina wiejska;2005-01-01
5;3;26;34;07;03;2;Bodzechów;gmina wiejska;2005-01-01
5;3;26;34;07;04;3;Ćmielów;gmina miejsko-wiejska;2005-01-01
5;3;26;34;07;04;4;Ćmielów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;07;04;5;Ćmielów;obszar wiejski;2005-01-01
5;3;26;34;07;05;3;Kunów;gmina miejsko-wiejska;2005-01-01
5;3;26;34;07;05;4;Kunów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;07;05;5;Kunów;obszar wiejski;2005-01-01
5;3;26;34;07;06;2;Waśniów;gmina wiejska;2005-01-01
5;3;26;34;08;01;3;Działoszyce;gmina miejsko-wiejska;2005-01-01
5;3;26;34;08;01;4;Działoszyce;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;08;01;5;Działoszyce;obszar wiejski;2005-01-01
5;3;26;34;08;02;2;Kije;gmina wiejska;2005-01-01
5;3;26;34;08;03;2;Michałów;gmina wiejska;2005-01-01
5;3;26;34;08;04;3;Pińczów;gmina miejsko-wiejska;2005-01-01
5;3;26;34;08;04;4;Pińczów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;08;04;5;Pińczów;obszar wiejski;2005-01-01
5;3;26;34;08;05;2;Złota;gmina wiejska;2005-01-01
5;3;26;34;09;01;1;Sandomierz;gmina miejska;2005-01-01
5;3;26;34;09;02;2;Dwikozy;gmina wiejska;2005-01-01
5;3;26;34;09;03;2;Klimontów;gmina wiejska;2005-01-01
5;3;26;34;09;04;3;Koprzywnica;gmina miejsko-wiejska;2005-01-01
5;3;26;34;09;04;4;Koprzywnica;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;09;04;5;Koprzywnica;obszar wiejski;2005-01-01
5;3;26;34;09;05;2;Łoniów;gmina wiejska;2005-01-01
5;3;26;34;09;06;2;Obrazów;gmina wiejska;2005-01-01
5;3;26;34;09;07;2;Samborzec;gmina wiejska;2005-01-01
5;3;26;34;09;08;2;Wilczyce;gmina wiejska;2005-01-01
5;3;26;34;09;09;3;Zawichost;gmina miejsko-wiejska;2005-01-01
5;3;26;34;09;09;4;Zawichost;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;09;09;5;Zawichost;obszar wiejski;2005-01-01
5;3;26;34;10;01;1;Skarżysko-Kamienna;gmina miejska;2005-01-01
5;3;26;34;10;02;2;Bliżyn;gmina wiejska;2005-01-01
5;3;26;34;10;03;2;Łączna;gmina wiejska;2005-01-01
5;3;26;34;10;04;2;Skarżysko Kościelne;gmina wiejska;2005-01-01
5;3;26;34;10;05;3;Suchedniów;gmina miejsko-wiejska;2005-01-01
5;3;26;34;10;05;4;Suchedniów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;10;05;5;Suchedniów;obszar wiejski;2005-01-01
5;3;26;34;11;01;1;Starachowice;gmina miejska;2005-01-01
5;3;26;34;11;02;2;Brody;gmina wiejska;2005-01-01
5;3;26;34;11;03;2;Mirzec;gmina wiejska;2005-01-01
5;3;26;34;11;04;2;Pawłów;gmina wiejska;2005-01-01
5;3;26;34;11;05;3;Wąchock;gmina miejsko-wiejska;2005-01-01
5;3;26;34;11;05;4;Wąchock;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;11;05;5;Wąchock;obszar wiejski;2005-01-01
5;3;26;34;12;01;2;Bogoria;gmina wiejska;2005-01-01
5;3;26;34;12;02;2;Łubnice;gmina wiejska;2005-01-01
5;3;26;34;12;03;2;Oleśnica;gmina wiejska;2005-01-01
5;3;26;34;12;04;3;Osiek;gmina miejsko-wiejska;2005-01-01
5;3;26;34;12;04;4;Osiek;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;12;04;5;Osiek;obszar wiejski;2005-01-01
5;3;26;34;12;05;3;Połaniec;gmina miejsko-wiejska;2005-01-01
5;3;26;34;12;05;4;Połaniec;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;12;05;5;Połaniec;obszar wiejski;2005-01-01
5;3;26;34;12;06;2;Rytwiany;gmina wiejska;2005-01-01
5;3;26;34;12;07;3;Staszów;gmina miejsko-wiejska;2005-01-01
5;3;26;34;12;07;4;Staszów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;12;07;5;Staszów;obszar wiejski;2005-01-01
5;3;26;34;12;08;2;Szydłów;gmina wiejska;2005-01-01
5;3;26;34;13;01;2;Kluczewsko;gmina wiejska;2005-01-01
5;3;26;34;13;02;2;Krasocin;gmina wiejska;2005-01-01
5;3;26;34;13;03;2;Moskorzew;gmina wiejska;2005-01-01
5;3;26;34;13;04;2;Radków;gmina wiejska;2005-01-01
5;3;26;34;13;05;2;Secemin;gmina wiejska;2005-01-01
5;3;26;34;13;06;3;Włoszczowa;gmina miejsko-wiejska;2005-01-01
5;3;26;34;13;06;4;Włoszczowa;miasto w gminie miejsko-wiejskiej;2005-01-01
5;3;26;34;13;06;5;Włoszczowa;obszar wiejski;2005-01-01
5;3;26;34;61;01;1;Kielce;gmina miejska;2005-01-01
5;4;08;10;01;01;1;Kostrzyn nad Odrą;gmina miejska;2005-01-01
5;4;08;10;01;02;2;Bogdaniec;gmina wiejska;2005-01-01
5;4;08;10;01;03;2;Deszczno;gmina wiejska;2005-01-01
5;4;08;10;01;04;2;Kłodawa;gmina wiejska;2005-01-01
5;4;08;10;01;05;2;Lubiszyn;gmina wiejska;2005-01-01
5;4;08;10;01;06;2;Santok;gmina wiejska;2005-01-01
5;4;08;10;01;07;3;Witnica;gmina miejsko-wiejska;2005-01-01
5;4;08;10;01;07;4;Witnica;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;10;01;07;5;Witnica;obszar wiejski;2005-01-01
5;4;08;10;03;01;2;Bledzew;gmina wiejska;2005-01-01
5;4;08;10;03;02;3;Międzyrzecz;gmina miejsko-wiejska;2005-01-01
5;4;08;10;03;02;4;Międzyrzecz;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;10;03;02;5;Międzyrzecz;obszar wiejski;2005-01-01
5;4;08;10;03;03;2;Przytoczna;gmina wiejska;2005-01-01
5;4;08;10;03;04;2;Pszczew;gmina wiejska;2005-01-01
5;4;08;10;03;05;3;Skwierzyna;gmina miejsko-wiejska;2005-01-01
5;4;08;10;03;05;4;Skwierzyna;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;10;03;05;5;Skwierzyna;obszar wiejski;2005-01-01
5;4;08;10;03;06;3;Trzciel;gmina miejsko-wiejska;2005-01-01
5;4;08;10;03;06;4;Trzciel;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;10;03;06;5;Trzciel;obszar wiejski;2005-01-01
5;4;08;10;05;01;3;Cybinka;gmina miejsko-wiejska;2005-01-01
5;4;08;10;05;01;4;Cybinka;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;10;05;01;5;Cybinka;obszar wiejski;2005-01-01
5;4;08;10;05;02;2;Górzyca;gmina wiejska;2005-01-01
5;4;08;10;05;03;3;Ośno Lubuskie;gmina miejsko-wiejska;2005-01-01
5;4;08;10;05;03;4;Ośno Lubuskie;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;10;05;03;5;Ośno Lubuskie;obszar wiejski;2005-01-01
5;4;08;10;05;04;3;Rzepin;gmina miejsko-wiejska;2005-01-01
5;4;08;10;05;04;4;Rzepin;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;10;05;04;5;Rzepin;obszar wiejski;2005-01-01
5;4;08;10;05;05;3;Słubice;gmina miejsko-wiejska;2005-01-01
5;4;08;10;05;05;4;Słubice;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;10;05;05;5;Słubice;obszar wiejski;2005-01-01
5;4;08;10;06;01;3;Dobiegniew;gmina miejsko-wiejska;2005-01-01
5;4;08;10;06;01;4;Dobiegniew;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;10;06;01;5;Dobiegniew;obszar wiejski;2005-01-01
5;4;08;10;06;02;3;Drezdenko;gmina miejsko-wiejska;2005-01-01
5;4;08;10;06;02;4;Drezdenko;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;10;06;02;5;Drezdenko;obszar wiejski;2005-01-01
5;4;08;10;06;03;2;Stare Kurowo;gmina wiejska;2005-01-01
5;4;08;10;06;04;3;Strzelce Krajeńskie;gmina miejsko-wiejska;2005-01-01
5;4;08;10;06;04;4;Strzelce Krajeńskie;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;10;06;04;5;Strzelce Krajeńskie;obszar wiejski;2005-01-01
5;4;08;10;06;05;2;Zwierzyn;gmina wiejska;2005-01-01
5;4;08;10;07;01;2;Krzeszyce;gmina wiejska;2005-01-01
5;4;08;10;07;02;3;Lubniewice;gmina miejsko-wiejska;2005-01-01
5;4;08;10;07;02;4;Lubniewice;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;10;07;02;5;Lubniewice;obszar wiejski;2005-01-01
5;4;08;10;07;03;2;Słońsk;gmina wiejska;2005-01-01
5;4;08;10;07;04;3;Sulęcin;gmina miejsko-wiejska;2005-01-01
5;4;08;10;07;04;4;Sulęcin;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;10;07;04;5;Sulęcin;obszar wiejski;2005-01-01
5;4;08;10;07;05;3;Torzym;gmina miejsko-wiejska;2005-01-01
5;4;08;10;07;05;4;Torzym;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;10;07;05;5;Torzym;obszar wiejski;2005-01-01
5;4;08;10;61;01;1;Gorzów Wielkopolski;gmina miejska;2005-01-01
5;4;08;11;02;01;1;Gubin;gmina miejska;2005-01-01
5;4;08;11;02;02;2;Bobrowice;gmina wiejska;2005-01-01
5;4;08;11;02;03;2;Bytnica;gmina wiejska;2005-01-01
5;4;08;11;02;04;2;Dąbie;gmina wiejska;2005-01-01
5;4;08;11;02;05;2;Gubin;gmina wiejska;2005-01-01
5;4;08;11;02;06;3;Krosno Odrzańskie;gmina miejsko-wiejska;2005-01-01
5;4;08;11;02;06;4;Krosno Odrzańskie;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;11;02;06;5;Krosno Odrzańskie;obszar wiejski;2005-01-01
5;4;08;11;02;07;2;Maszewo;gmina wiejska;2005-01-01
5;4;08;11;04;01;1;Nowa Sól;gmina miejska;2005-01-01
5;4;08;11;04;02;3;Bytom Odrzański;gmina miejsko-wiejska;2005-01-01
5;4;08;11;04;02;4;Bytom Odrzański;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;11;04;02;5;Bytom Odrzański;obszar wiejski;2005-01-01
5;4;08;11;04;03;2;Kolsko;gmina wiejska;2005-01-01
5;4;08;11;04;04;3;Kożuchów;gmina miejsko-wiejska;2005-01-01
5;4;08;11;04;04;4;Kożuchów;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;11;04;04;5;Kożuchów;obszar wiejski;2005-01-01
5;4;08;11;04;05;2;Nowa Sól;gmina wiejska;2005-01-01
5;4;08;11;04;06;3;Nowe Miasteczko;gmina miejsko-wiejska;2005-01-01
5;4;08;11;04;06;4;Nowe Miasteczko;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;11;04;06;5;Nowe Miasteczko;obszar wiejski;2005-01-01
5;4;08;11;04;07;2;Otyń;gmina wiejska;2005-01-01
5;4;08;11;04;08;2;Siedlisko;gmina wiejska;2005-01-01
5;4;08;11;08;01;2;Lubrza;gmina wiejska;2005-01-01
5;4;08;11;08;02;2;Łagów;gmina wiejska;2005-01-01
5;4;08;11;08;03;2;Skąpe;gmina wiejska;2005-01-01
5;4;08;11;08;04;2;Szczaniec;gmina wiejska;2005-01-01
5;4;08;11;08;05;3;Świebodzin;gmina miejsko-wiejska;2005-01-01
5;4;08;11;08;05;4;Świebodzin;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;11;08;05;5;Świebodzin;obszar wiejski;2005-01-01
5;4;08;11;08;06;3;Zbąszynek;gmina miejsko-wiejska;2005-01-01
5;4;08;11;08;06;4;Zbąszynek;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;11;08;06;5;Zbąszynek;obszar wiejski;2005-01-01
5;4;08;11;09;01;3;Babimost;gmina miejsko-wiejska;2005-01-01
5;4;08;11;09;01;4;Babimost;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;11;09;01;5;Babimost;obszar wiejski;2005-01-01
5;4;08;11;09;02;2;Bojadła;gmina wiejska;2005-01-01
5;4;08;11;09;03;3;Czerwieńsk;gmina miejsko-wiejska;2005-01-01
5;4;08;11;09;03;4;Czerwieńsk;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;11;09;03;5;Czerwieńsk;obszar wiejski;2005-01-01
5;4;08;11;09;04;3;Kargowa;gmina miejsko-wiejska;2005-01-01
5;4;08;11;09;04;4;Kargowa;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;11;09;04;5;Kargowa;obszar wiejski;2005-01-01
5;4;08;11;09;05;3;Nowogród Bobrzański;gmina miejsko-wiejska;2005-01-01
5;4;08;11;09;05;4;Nowogród Bobrzański;miasto w gminie miejsko-wiejskiej;2005-01-01
5;4;08;11;09;05;5;Nowogród Bobrzański;obszar wiejski;2005-01-01
